NAME,#,MIRIAM,SHORT NAME,COMPARTMENT,ensembl_gene,ensembl_transcript,ensembl_protein,entrez_gene,refseq_gene,uniprot_gene
ENSMUSG00000032754,,,,,ENSMUSG00000032754,ENSMUST00000068326; ENSMUST00000076051; ENSMUST00000111889; ENSMUST00000111890; ENSMUST00000123326; ENSMUST00000140329; ENSMUST00000147496,ENSMUSP00000064714; ENSMUSP00000075428; ENSMUSP00000107520; ENSMUSP00000107521; ENSMUSP00000117260; ENSMUSP00000120947,170756,NC_000071.7,Q925Q3
ENSMUSG00000032786,,,,,ENSMUSG00000032786,ENSMUST00000074082; ENSMUST00000112524; ENSMUST00000123115; ENSMUST00000123601; ENSMUST00000133617; ENSMUST00000134053; ENSMUST00000141118; ENSMUST00000143125; ENSMUST00000214249; ENSMUST00000214989; ENSMUST00000215222; ENSMUST00000219129; ENSMUST00000219340,ENSMUSP00000073725; ENSMUSP00000108143; ENSMUSP00000117014; ENSMUSP00000119968; ENSMUSP00000122117; ENSMUSP00000150311; ENSMUSP00000150950; ENSMUSP00000151891,11655,NC_000075.7,Q8VC19;Q3V0B2
ENSMUSG00000032788,,,,,ENSMUSG00000032788,ENSMUST00000041616; ENSMUST00000218245,ENSMUSP00000038540,216134,NC_000076.7,Q8K183
ENSMUSG00000032807,,,,,ENSMUSG00000032807,ENSMUST00000036424,ENSMUSP00000035250,11686,NC_000077.7,O70582;Q2KHL0
ENSMUSG00000032808,,,,,ENSMUSG00000032808,ENSMUST00000035488,ENSMUSP00000044722,13097,NC_000085.7,P56655
ENSMUSG00000032849,,,,,ENSMUSG00000032849,ENSMUST00000036554; ENSMUST00000166646; ENSMUST00000226703; ENSMUST00000227480; ENSMUST00000228691; ENSMUST00000228848,ENSMUSP00000042186; ENSMUSP00000129677,239273,NC_000080.7,E9Q236;E9Q467
ENSMUSG00000032854,,,,,ENSMUSG00000032854,ENSMUST00000057944; ENSMUST00000196481; ENSMUST00000198610,ENSMUSP00000050852; ENSMUSP00000143605,22239,NC_000069.7,Q64676
ENSMUSG00000032872,,,,,ENSMUSG00000032872,ENSMUST00000168529; ENSMUST00000174043; ENSMUST00000174294; ENSMUST00000174540; ENSMUST00000174724,ENSMUSP00000126119; ENSMUSP00000133918,266690,NC_000075.7,Q3TDX8
ENSMUSG00000032883,,,,,ENSMUSG00000032883,ENSMUST00000035779; ENSMUST00000132997; ENSMUST00000134566; ENSMUST00000135642; ENSMUST00000142704; ENSMUST00000148608; ENSMUST00000154777,ENSMUSP00000045291; ENSMUSP00000116576; ENSMUSP00000117952; ENSMUSP00000121695,74205,NC_000067.7,Q9CZW4;D3Z4I4;E9PUC2
ENSMUSG00000032889,,,,,,,,,,
ENSMUSG00000032902,,,,,ENSMUSG00000032902,ENSMUST00000046212,ENSMUSP00000045216,20501,NC_000069.7,P53986;Q544N9
ENSMUSG00000032908,,,,,ENSMUSG00000032908,ENSMUST00000036172,ENSMUSP00000036656,433323,NC_000067.7,Q810K3
ENSMUSG00000032939,,,,,ENSMUSG00000032939,ENSMUST00000079961; ENSMUST00000109547; ENSMUST00000211822; ENSMUST00000212039; ENSMUST00000212062; ENSMUST00000212167; ENSMUST00000212824; ENSMUST00000212984,ENSMUSP00000078878; ENSMUSP00000105174; ENSMUSP00000148458; ENSMUSP00000148672; ENSMUSP00000148700,71805,NC_000074.7,Q8BJ71
ENSMUSG00000032942,,,,,ENSMUSG00000032942,ENSMUST00000032958; ENSMUST00000107059; ENSMUST00000128044; ENSMUST00000133850,ENSMUSP00000032958; ENSMUSP00000102674,22229,NC_000073.7,P56501;B2RTM2
ENSMUSG00000032988,,,,,ENSMUSG00000032988,ENSMUST00000039752; ENSMUST00000230477,ENSMUSP00000040522,57274,NC_000081.7,O35308;Q5UB50
ENSMUSG00000032997,,,,,ENSMUSG00000032997,ENSMUST00000079205; ENSMUST00000094818; ENSMUST00000124042; ENSMUST00000138683; ENSMUST00000143496,ENSMUSP00000078199; ENSMUSP00000092412; ENSMUSP00000117253; ENSMUSP00000122057,74241,NC_000067.7,Q6IQX7
ENSMUSG00000033004,,,,,ENSMUSG00000033004,ENSMUST00000159855; ENSMUST00000160758; ENSMUST00000161008; ENSMUST00000161278; ENSMUST00000162537; ENSMUST00000162762; ENSMUST00000162852; ENSMUST00000226961; ENSMUST00000239305,ENSMUSP00000124443; ENSMUSP00000124601; ENSMUSP00000124710; ENSMUSP00000125189; ENSMUSP00000154774; ENSMUSP00000159215,105689,NC_000080.7,Q7TPH6
ENSMUSG00000033014,,,,,ENSMUSG00000033014,ENSMUST00000029444; ENSMUST00000106860; ENSMUST00000196678; ENSMUST00000197365; ENSMUST00000197779; ENSMUST00000198706; ENSMUST00000198969,ENSMUSP00000029444; ENSMUSP00000102473; ENSMUSP00000142585; ENSMUSP00000143117; ENSMUSP00000143749,94093,NC_000069.7,Q99PP7;E9QP19;E9QME5;A0A0G2JGY5;A0A0G2JFC3;A0A0G2JE09
ENSMUSG00000033021,,,,,ENSMUSG00000033021,ENSMUST00000037796; ENSMUST00000113584; ENSMUST00000124539; ENSMUST00000131545; ENSMUST00000132291; ENSMUST00000133418; ENSMUST00000135453; ENSMUST00000140287; ENSMUST00000141124; ENSMUST00000143730; ENSMUST00000144874; ENSMUST00000145166; ENSMUST00000188097,ENSMUSP00000035564; ENSMUSP00000109214; ENSMUSP00000114375; ENSMUSP00000116754; ENSMUSP00000116783; ENSMUSP00000120841; ENSMUSP00000121418; ENSMUSP00000121552; ENSMUSP00000122443; ENSMUSP00000139936,69080,NC_000067.7,Q922H4
ENSMUSG00000033022,,,,,ENSMUSG00000033022,ENSMUST00000035804; ENSMUST00000234064; ENSMUST00000234179; ENSMUST00000234222; ENSMUST00000234819,ENSMUSP00000046517; ENSMUSP00000157139; ENSMUSP00000157285; ENSMUSP00000157344; ENSMUSP00000157361,12583,NC_000084.7,P60334
ENSMUSG00000033059,,,,,ENSMUSG00000033059,ENSMUST00000045441; ENSMUST00000129610; ENSMUST00000135717; ENSMUST00000139938; ENSMUST00000154366,ENSMUSP00000035743,110078,NC_000068.8,Q8CI94
ENSMUSG00000033065,,,,,ENSMUSG00000033065,ENSMUST00000051226; ENSMUST00000163507; ENSMUST00000229280; ENSMUST00000229344; ENSMUST00000230445,ENSMUSP00000059801; ENSMUSP00000132803; ENSMUSP00000154896; ENSMUSP00000155453; ENSMUSP00000155809,18642,NC_000081.7,P47857
ENSMUSG00000033068,,,,,ENSMUSG00000033068,ENSMUST00000094467; ENSMUST00000139723; ENSMUST00000146517; ENSMUST00000147223,ENSMUSP00000092038,12497,NC_000068.8,Q3U0P5
ENSMUSG00000033102,,,,,ENSMUSG00000033102,ENSMUST00000039318; ENSMUST00000109769; ENSMUST00000109770; ENSMUST00000221139; ENSMUST00000221217; ENSMUST00000221437; ENSMUST00000221634; ENSMUST00000221788; ENSMUST00000222713; ENSMUST00000222766; ENSMUST00000223116,ENSMUSP00000046003; ENSMUSP00000105391; ENSMUSP00000105392; ENSMUSP00000152246; ENSMUSP00000152388; ENSMUSP00000152736; ENSMUSP00000152843; ENSMUSP00000152870,218294,NC_000079.7,Q6PFY9
ENSMUSG00000033105,,,,,ENSMUSG00000033105,ENSMUST00000048678; ENSMUST00000159013; ENSMUST00000159172; ENSMUST00000160671; ENSMUST00000162282; ENSMUST00000162475; ENSMUST00000162848; ENSMUST00000163049,ENSMUSP00000046856; ENSMUSP00000125575,16987,NC_000076.7,Q8BLN5
ENSMUSG00000033107,,,,,ENSMUSG00000033107,ENSMUST00000050004; ENSMUST00000234316,ENSMUSP00000058251; ENSMUSP00000157304,67664,NC_000084.7,Q9D9R0
ENSMUSG00000033114,,,,,ENSMUSG00000033114,ENSMUST00000099441; ENSMUST00000220792; ENSMUST00000221572; ENSMUST00000222168; ENSMUST00000222692; ENSMUST00000222794; ENSMUST00000222866; ENSMUST00000223461,ENSMUSP00000097040; ENSMUSP00000152341; ENSMUSP00000152555; ENSMUSP00000152570; ENSMUSP00000152615; ENSMUSP00000152713,70484,NC_000079.7,Q762D5;A0A0R4J181;A0A1Y7VL74;Q3KNM7;A0A1Y7VK47;A0A1Y7VJT8;A0A1Y7VJS4
ENSMUSG00000033122,,,,,ENSMUSG00000033122,ENSMUST00000039832; ENSMUST00000166224; ENSMUST00000221513; ENSMUST00000222783; ENSMUST00000222810,ENSMUSP00000044217; ENSMUSP00000132011; ENSMUSP00000152274; ENSMUSP00000152478; ENSMUSP00000152848,15487,NC_000079.7,P70385
ENSMUSG00000033147,,,,,ENSMUSG00000033147,ENSMUST00000106928; ENSMUST00000182040; ENSMUST00000182130; ENSMUST00000183098; ENSMUST00000183255; ENSMUST00000183293; ENSMUST00000190824,ENSMUSP00000102541; ENSMUSP00000138357; ENSMUSP00000139518,242126,NC_000069.7,Q504N2
ENSMUSG00000033161,,,,,ENSMUSG00000033161,ENSMUST00000036493; ENSMUST00000130649; ENSMUST00000136340,ENSMUSP00000039657,11928,NC_000069.7,Q8VDN2
ENSMUSG00000033174,,,,,ENSMUSG00000033174,ENSMUST00000089449; ENSMUST00000113581; ENSMUST00000113582; ENSMUST00000113585; ENSMUST00000150180; ENSMUST00000151699; ENSMUST00000163271; ENSMUST00000203608; ENSMUST00000203824; ENSMUST00000205045,ENSMUSP00000086872; ENSMUSP00000109211; ENSMUSP00000109212; ENSMUSP00000109215; ENSMUSP00000127374; ENSMUSP00000144883; ENSMUSP00000145068; ENSMUSP00000145364,23945,NC_000072.7,O35678;E9Q3B9;Q3UFN1;A0A0N4SUZ2;D3YYS6
ENSMUSG00000033192,,,,,ENSMUSG00000033192,ENSMUST00000046290; ENSMUST00000130471; ENSMUST00000151106; ENSMUST00000209265; ENSMUST00000210099,ENSMUSP00000049252; ENSMUSP00000147941; ENSMUSP00000148089,270084,NC_000074.7,Q8BYI6
ENSMUSG00000033268,,,,,ENSMUSG00000033268,ENSMUST00000099461,ENSMUSP00000097060,99439,NC_000068.8,A2AQ92
ENSMUSG00000033276,,,,,ENSMUSG00000033276,ENSMUST00000087183; ENSMUST00000087186; ENSMUST00000113694; ENSMUST00000123154; ENSMUST00000145673; ENSMUST00000148456; ENSMUST00000155473; ENSMUST00000157007; ENSMUST00000189830,ENSMUSP00000084430; ENSMUSP00000084433; ENSMUSP00000109324; ENSMUSP00000120020; ENSMUSP00000140912,269209,NC_000067.7,Q69ZM6
ENSMUSG00000033307,,,,,ENSMUSG00000033307,ENSMUST00000038169; ENSMUST00000218267,ENSMUSP00000041149,17319,NC_000076.7,P34884;Q545F0
ENSMUSG00000033308,,,,,ENSMUSG00000033308,ENSMUST00000039177; ENSMUST00000126254; ENSMUST00000129148; ENSMUST00000149101; ENSMUST00000150950; ENSMUST00000200178,ENSMUSP00000039429; ENSMUSP00000143022,99586,NC_000069.7,Q8CHR6
ENSMUSG00000033316,,,,,ENSMUSG00000033316,ENSMUST00000040001; ENSMUST00000165856; ENSMUST00000200404,ENSMUSP00000038633; ENSMUSP00000133111; ENSMUSP00000143647,231605,NC_000071.7,G3X942;Q3TB05;A0A0G2JGP7
ENSMUSG00000033318,,,,,ENSMUSG00000033318,ENSMUST00000038257; ENSMUST00000218034; ENSMUST00000218500; ENSMUST00000218646; ENSMUST00000218745; ENSMUST00000219343; ENSMUST00000220195; ENSMUST00000220440,ENSMUSP00000046324; ENSMUSP00000151239; ENSMUSP00000151307; ENSMUSP00000151701,14872,NC_000076.7,Q61133
ENSMUSG00000033323,,,,,ENSMUSG00000033323,ENSMUST00000036229; ENSMUST00000160434; ENSMUST00000161003,ENSMUSP00000038938; ENSMUSP00000123705; ENSMUSP00000157414,67655,NC_000084.7,Q7TSG2
ENSMUSG00000033335,,,,,ENSMUSG00000033335,ENSMUST00000072362; ENSMUST00000091087; ENSMUST00000115404; ENSMUST00000165766; ENSMUST00000169194; ENSMUST00000172482; ENSMUST00000172763; ENSMUST00000172833; ENSMUST00000172873; ENSMUST00000173299; ENSMUST00000173397; ENSMUST00000174050; ENSMUST00000174243; ENSMUST00000174828,ENSMUSP00000072199; ENSMUSP00000088616; ENSMUSP00000111063; ENSMUSP00000128961; ENSMUSP00000133564; ENSMUSP00000133858; ENSMUSP00000133961; ENSMUSP00000134243; ENSMUSP00000134696,13430,NC_000075.7,P39054;Q3T9X3;Q3TCR7;G3X9G4;G3UXX2;G3UY64;F8WIV5;G3UZZ3
ENSMUSG00000033342,,,,,ENSMUSG00000033342,ENSMUST00000039564; ENSMUST00000106473; ENSMUST00000238937; ENSMUST00000239347,ENSMUSP00000045121; ENSMUSP00000102081; ENSMUSP00000159092; ENSMUSP00000159234,75769,NC_000069.7,Q8BJ52
ENSMUSG00000033350,,,,,ENSMUSG00000033350,ENSMUST00000036267,ENSMUSP00000040775,54371,NC_000075.7,Q80WV3
ENSMUSG00000033352,,,,,ENSMUSG00000033352,ENSMUST00000046963; ENSMUST00000125598; ENSMUST00000130009; ENSMUST00000138093; ENSMUST00000140301; ENSMUST00000140740; ENSMUST00000152096,ENSMUSP00000041282; ENSMUSP00000114219; ENSMUSP00000137656; ENSMUSP00000137819; ENSMUSP00000137955; ENSMUSP00000154113,26398,NC_000077.7,P47809;Q8K2U0;Q543X6
ENSMUSG00000033364,,,,,ENSMUSG00000033364,ENSMUST00000044260; ENSMUST00000186282; ENSMUST00000187590; ENSMUST00000188012; ENSMUST00000189257; ENSMUST00000190592; ENSMUST00000191058,ENSMUSP00000035445; ENSMUSP00000140158; ENSMUSP00000140670,319651,NC_000067.7,Q8C0R0;A0A087WQE4;A0A0R4J2D0
ENSMUSG00000033379,,,,,ENSMUSG00000033379,ENSMUST00000036380; ENSMUST00000124974; ENSMUST00000132073; ENSMUST00000133530; ENSMUST00000136596; ENSMUST00000147845; ENSMUST00000149868; ENSMUST00000150204; ENSMUST00000152356,ENSMUSP00000047682; ENSMUSP00000118538; ENSMUSP00000119988; ENSMUSP00000137654; ENSMUSP00000137788; ENSMUSP00000137945,114143,NC_000070.7,Q91V37;Q3U889
ENSMUSG00000033400,,,,,ENSMUSG00000033400,ENSMUST00000040603; ENSMUST00000159670; ENSMUST00000159742; ENSMUST00000159995; ENSMUST00000160484; ENSMUST00000161336; ENSMUST00000162040; ENSMUST00000162792,ENSMUSP00000044012; ENSMUSP00000123877; ENSMUSP00000123985; ENSMUSP00000124149; ENSMUSP00000124840; ENSMUSP00000125246; ENSMUSP00000143582,77559,NC_000069.7,F7CSZ6;F8VPN4;F6XXE6;A0A0G2JGI9;E0CYU6;E0CX86
ENSMUSG00000033411,,,,,ENSMUSG00000033411,ENSMUST00000036647; ENSMUST00000110572; ENSMUST00000110574; ENSMUST00000110578; ENSMUST00000127265; ENSMUST00000128883; ENSMUST00000131258; ENSMUST00000138920; ENSMUST00000140570,ENSMUSP00000047543; ENSMUSP00000106201; ENSMUSP00000106203; ENSMUSP00000106207,329506,NC_000068.8,Q8BG15
ENSMUSG00000033427,,,,,ENSMUSG00000033427,ENSMUST00000039925; ENSMUST00000129946; ENSMUST00000132629; ENSMUST00000138058; ENSMUST00000219052,ENSMUSP00000049342; ENSMUSP00000151804,103149,NC_000076.7,Q8VC97;Q3UEK4
ENSMUSG00000033429,,,,,ENSMUSG00000033429,ENSMUST00000037205; ENSMUST00000206138; ENSMUST00000206194; ENSMUST00000206882,ENSMUSP00000047855; ENSMUSP00000145591; ENSMUSP00000146220,73724,NC_000073.7,Q9D1I5
ENSMUSG00000033439,,,,,ENSMUSG00000033439,ENSMUST00000041524; ENSMUST00000124807; ENSMUST00000126546; ENSMUST00000134761; ENSMUST00000156161; ENSMUST00000183638; ENSMUST00000184963; ENSMUST00000197190; ENSMUST00000198103; ENSMUST00000198454; ENSMUST00000199439,ENSMUSP00000047320; ENSMUSP00000138761; ENSMUSP00000138868; ENSMUSP00000139223; ENSMUSP00000142410; ENSMUSP00000143637,229780,NC_000069.7,Q8BYH3
ENSMUSG00000033520,,,,,ENSMUSG00000033520,ENSMUST00000038598,ENSMUSP00000036621,320581,NC_000079.7,Q8BFZ6
ENSMUSG00000033526,,,,,ENSMUSG00000033526,ENSMUST00000052029; ENSMUST00000110625; ENSMUST00000110626; ENSMUST00000110627; ENSMUST00000110628; ENSMUST00000127255; ENSMUST00000129276; ENSMUST00000131661; ENSMUST00000132114; ENSMUST00000132613; ENSMUST00000132617; ENSMUST00000134644; ENSMUST00000134796; ENSMUST00000137087; ENSMUST00000140764; ENSMUST00000142364; ENSMUST00000150081; ENSMUST00000155568,ENSMUSP00000057632; ENSMUSP00000106255; ENSMUSP00000106256; ENSMUSP00000106257; ENSMUSP00000106258; ENSMUSP00000115051; ENSMUSP00000116335; ENSMUSP00000117948; ENSMUSP00000118597; ENSMUSP00000119577; ENSMUSP00000122603,327655,NC_000068.8,A2ARP1
ENSMUSG00000033533,,,,,ENSMUSG00000033533,ENSMUST00000047929; ENSMUST00000126367; ENSMUST00000135683,ENSMUSP00000036140; ENSMUSP00000114725; ENSMUSP00000120146,117147,NC_000073.7,Q91VA0
ENSMUSG00000033540,,,,,ENSMUSG00000033540,ENSMUST00000071650; ENSMUST00000112563; ENSMUST00000119212; ENSMUST00000133482; ENSMUST00000139734; ENSMUST00000140620; ENSMUST00000151445; ENSMUST00000159464,ENSMUSP00000071577; ENSMUSP00000108182; ENSMUSP00000113190; ENSMUSP00000117694; ENSMUSP00000119624,15932,NC_000071.7,Q8BLF6;Q8BMG0;Q3U1Z0;D6REH5;D6RIN7
ENSMUSG00000033545,,,,,ENSMUSG00000033545,ENSMUST00000095176; ENSMUST00000166859; ENSMUST00000168428; ENSMUST00000171182; ENSMUST00000172856; ENSMUST00000173481; ENSMUST00000173506; ENSMUST00000173692; ENSMUST00000173726; ENSMUST00000173781; ENSMUST00000173819; ENSMUST00000173922; ENSMUST00000174333; ENSMUST00000174376; ENSMUST00000174454,ENSMUSP00000092799; ENSMUSP00000126684; ENSMUSP00000127956; ENSMUSP00000132939; ENSMUSP00000133309; ENSMUSP00000133361; ENSMUSP00000133455; ENSMUSP00000133472; ENSMUSP00000133519; ENSMUSP00000133993; ENSMUSP00000134232; ENSMUSP00000134369; ENSMUSP00000134634,170737,NC_000074.7,Q91V17;E9PZB7;E9PWL2;G3UYU9;G3UWY5;G3UZ70;G3UWW9;G3UWN6
ENSMUSG00000033554,,,,,ENSMUSG00000033554,ENSMUST00000043342; ENSMUST00000106505; ENSMUST00000185098; ENSMUST00000189799; ENSMUST00000196804; ENSMUST00000197561; ENSMUST00000199970; ENSMUST00000200258,ENSMUSP00000043730; ENSMUSP00000102114; ENSMUSP00000139249; ENSMUSP00000140958; ENSMUSP00000142654; ENSMUSP00000143049,69740,NC_000069.7,Q9CWQ0
ENSMUSG00000033557,,,,,ENSMUSG00000033557,ENSMUST00000086153; ENSMUST00000122424; ENSMUST00000147931; ENSMUST00000188941; ENSMUST00000190878,ENSMUSP00000083322; ENSMUSP00000112534,215015,NC_000067.7,Q8VCS3
ENSMUSG00000033596,,,,,ENSMUSG00000033596,ENSMUST00000038739; ENSMUST00000212958,ENSMUSP00000043780,234736,NC_000074.7,Q8CIK8
ENSMUSG00000033610,,,,,ENSMUSG00000033610,ENSMUST00000036584; ENSMUST00000112460; ENSMUST00000237577; ENSMUST00000238065,ENSMUSP00000043562; ENSMUSP00000108079; ENSMUSP00000157555,75735,NC_000085.7,Q8K4K6;Q543J7
ENSMUSG00000033618,,,,,ENSMUSG00000033618,ENSMUST00000042065; ENSMUST00000231988; ENSMUST00000232240,ENSMUSP00000047388; ENSMUSP00000156075; ENSMUSP00000156202,71751,NC_000082.7,Q1HKZ5
ENSMUSG00000033628,,,,,ENSMUSG00000033628,ENSMUST00000091978; ENSMUST00000115811; ENSMUST00000115812; ENSMUST00000131405,ENSMUSP00000089601; ENSMUSP00000111478; ENSMUSP00000111479; ENSMUSP00000128927,225326,NC_000084.7,Q6PF93
ENSMUSG00000033629,,,,,ENSMUSG00000033629,ENSMUST00000036615,ENSMUSP00000044955,57874,NC_000075.7,Q8K2C9
ENSMUSG00000033685,,,,,ENSMUSG00000033685,ENSMUST00000126381; ENSMUST00000126534; ENSMUST00000129324; ENSMUST00000133044; ENSMUST00000133498; ENSMUST00000138673; ENSMUST00000149808; ENSMUST00000151221; ENSMUST00000153287; ENSMUST00000207748; ENSMUST00000207890,ENSMUSP00000115598; ENSMUSP00000115648; ENSMUSP00000115953; ENSMUSP00000120967; ENSMUSP00000146337,22228,NC_000073.7,P70406;Q549J5
ENSMUSG00000033703,,,,,ENSMUSG00000033703,ENSMUST00000041382; ENSMUST00000212242; ENSMUST00000212568; ENSMUST00000212971,ENSMUSP00000039271; ENSMUSP00000148787,234730,NC_000074.7,Q7TMC8
ENSMUSG00000033705,,,,,ENSMUSG00000033705,ENSMUST00000070420; ENSMUST00000129384; ENSMUST00000140843; ENSMUST00000141917; ENSMUST00000154193; ENSMUST00000180041; ENSMUST00000229722,ENSMUSP00000070111; ENSMUSP00000116900; ENSMUSP00000117178; ENSMUSP00000136055,668880,NC_000068.8,
ENSMUSG00000033735,,,,,ENSMUSG00000033735,ENSMUST00000045986; ENSMUST00000174286; ENSMUST00000174769; ENSMUST00000204757,ENSMUSP00000048111; ENSMUSP00000133859; ENSMUSP00000134379; ENSMUSP00000145412,20751,NC_000072.7,G3UXX3;Q91XH5;G3UZ79
ENSMUSG00000033762,,,,,ENSMUSG00000033762,ENSMUST00000036852; ENSMUST00000229360; ENSMUST00000230544; ENSMUST00000230724,ENSMUSP00000044363; ENSMUSP00000154957; ENSMUSP00000155694,79456,NC_000081.7,Q75NR7;A0A2R8W6H5;A0A0R4J0J3;A0A2R8W710
ENSMUSG00000033773,,,,,ENSMUSG00000033773,ENSMUST00000065422; ENSMUST00000112650; ENSMUST00000112651; ENSMUST00000112654; ENSMUST00000112655; ENSMUST00000129483; ENSMUST00000147284; ENSMUST00000150074,ENSMUSP00000070209; ENSMUSP00000108269; ENSMUSP00000108270; ENSMUSP00000108273; ENSMUSP00000108274; ENSMUSP00000121306; ENSMUSP00000142510,231571,NC_000071.7,Q8VC34
ENSMUSG00000033793,,,,,ENSMUSG00000033793,ENSMUST00000044369; ENSMUST00000192029; ENSMUST00000192142; ENSMUST00000192698; ENSMUST00000192847; ENSMUST00000194301; ENSMUST00000194676; ENSMUST00000194978,ENSMUSP00000040756; ENSMUSP00000141264; ENSMUSP00000141440; ENSMUSP00000141636; ENSMUSP00000141797,108664,NC_000067.7,Q8BVE3;A0A0A6YWP6;A0A0A6YX18;A0A0A6YW86;A0A0A6YVU0
ENSMUSG00000033809,,,,,ENSMUSG00000033809,ENSMUST00000045918; ENSMUST00000123774; ENSMUST00000127454; ENSMUST00000147867; ENSMUST00000231362; ENSMUST00000231386; ENSMUST00000231387; ENSMUST00000231471; ENSMUST00000231531; ENSMUST00000231749; ENSMUST00000231904; ENSMUST00000232319; ENSMUST00000232451; ENSMUST00000232458,ENSMUSP00000045272; ENSMUSP00000120559; ENSMUSP00000123378; ENSMUSP00000155979; ENSMUSP00000155988; ENSMUSP00000156022; ENSMUSP00000156072; ENSMUSP00000156158; ENSMUSP00000156184; ENSMUSP00000156234; ENSMUSP00000156241; ENSMUSP00000156269; ENSMUSP00000156272; ENSMUSP00000156363,208624,NC_000082.7,Q8K2A8
ENSMUSG00000033825,,,,,ENSMUSG00000033825,ENSMUST00000069616; ENSMUST00000234057; ENSMUST00000234477; ENSMUST00000234712,ENSMUSP00000063499; ENSMUSP00000157001; ENSMUSP00000157286; ENSMUSP00000157332,17229,NC_000083.7,A0A3Q4L2Q9;E9QJW9;A0A3Q4EH65
ENSMUSG00000033847,,,,,ENSMUSG00000033847,ENSMUST00000043612; ENSMUST00000108257; ENSMUST00000108528; ENSMUST00000167232,ENSMUSP00000043672; ENSMUSP00000104168; ENSMUSP00000127060,232889,NC_000073.7,Q64GA5
ENSMUSG00000033849,,,,,ENSMUSG00000033849,ENSMUST00000038252,ENSMUSP00000046118,26878,NC_000067.7,O54905
ENSMUSG00000033857,,,,,ENSMUSG00000033857,ENSMUST00000043447; ENSMUST00000135383; ENSMUST00000139813; ENSMUST00000139917; ENSMUST00000166995; ENSMUST00000168689; ENSMUST00000168785; ENSMUST00000171769; ENSMUST00000172279,ENSMUSP00000117538; ENSMUSP00000125886; ENSMUSP00000126050; ENSMUSP00000127862; ENSMUSP00000129698; ENSMUSP00000130097; ENSMUSP00000132734,217364,NC_000077.7,Q8BX80
ENSMUSG00000033862,,,,,ENSMUSG00000033862,ENSMUST00000036880; ENSMUST00000212021; ENSMUST00000212028; ENSMUST00000212035; ENSMUST00000212193; ENSMUST00000212361; ENSMUST00000212497; ENSMUST00000212532; ENSMUST00000212749; ENSMUST00000212784; ENSMUST00000212904; ENSMUST00000213005,ENSMUSP00000045527; ENSMUSP00000148435; ENSMUSP00000148436; ENSMUSP00000148549; ENSMUSP00000148661,234854,NC_000074.7,Q3UMM4;A0A1D5RLN0;Q0VH02;A0A1D5RLN1;A0A1D5RLY3;A0A1D5RM75
ENSMUSG00000033906,,,,,ENSMUSG00000033906,ENSMUST00000042070,ENSMUSP00000047615,108672,NC_000086.8,Q8BGJ0
ENSMUSG00000033909,,,,,ENSMUSG00000033909,ENSMUST00000092382; ENSMUST00000106296; ENSMUST00000141647; ENSMUST00000144153; ENSMUST00000148998; ENSMUST00000151433,ENSMUSP00000090036; ENSMUSP00000101903; ENSMUSP00000122761,72344,NC_000077.7,B1AQJ2
ENSMUSG00000033910,,,,,ENSMUSG00000033910,ENSMUST00000048976; ENSMUST00000191942; ENSMUST00000192289; ENSMUST00000193924; ENSMUST00000194788,ENSMUSP00000048918; ENSMUSP00000141478; ENSMUSP00000142138,60596,NC_000069.7,Q9ERL9
ENSMUSG00000033917,,,,,ENSMUSG00000033917,ENSMUST00000038791; ENSMUST00000132509; ENSMUST00000207323; ENSMUST00000208040,ENSMUSP00000046371; ENSMUSP00000122015; ENSMUSP00000147236; ENSMUSP00000147251,56209,NC_000073.7,Q9JL56
ENSMUSG00000033938,,,,,ENSMUSG00000033938,ENSMUST00000036996; ENSMUST00000127162,ENSMUSP00000037341,66916,NC_000074.7,Q9CR61
ENSMUSG00000033953,,,,,ENSMUSG00000033953,ENSMUST00000102880; ENSMUST00000154425,ENSMUSP00000099944,19058,NC_000077.7,Q63810
ENSMUSG00000033965,,,,,ENSMUSG00000033965,ENSMUST00000042664; ENSMUST00000148684; ENSMUST00000171837,ENSMUSP00000037629,20502,NC_000086.8,O70324;Q05BA2
ENSMUSG00000033966,,,,,ENSMUSG00000033966,ENSMUST00000086545; ENSMUST00000234349; ENSMUST00000234602,ENSMUSP00000083732; ENSMUSP00000157063; ENSMUSP00000157316,381113,NC_000083.7,Q3TZA2
ENSMUSG00000033985,,,,,ENSMUSG00000033985,ENSMUST00000045542; ENSMUST00000106456; ENSMUST00000106459; ENSMUST00000142529,ENSMUSP00000041009; ENSMUSP00000102064; ENSMUSP00000102067,230661,NC_000070.7,Q8VCT9
ENSMUSG00000034000,,,,,ENSMUSG00000034000,ENSMUST00000050890; ENSMUST00000190212,ENSMUSP00000051151; ENSMUSP00000140127,241159,NC_000067.7,Q8BZL1;C5NTX9
ENSMUSG00000034040,,,,,ENSMUSG00000034040,ENSMUST00000086023; ENSMUST00000160609; ENSMUST00000160807; ENSMUST00000161228; ENSMUST00000162966,ENSMUSP00000083187; ENSMUSP00000125395,212996,NC_000071.7,Q7TT15;Q59J92
