ID,#,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,old,RetiredID,hmdb,kegg.compound,pubchem.compound,obo.chebi:CHEBI,lipidmaps,metSBOTerms
Beta-Aminopropion Aldehyde[m],,Beta-Aminopropion Aldehyde,,kegg.compound/C05665;pubchem.compound/75,,"1S/C3H7NO/c4-2-1-3-5/h3H,1-2,4H2/p+1",m,MMRNM1772m,1.0,Cx2330,Cx2330[m],,C05665,75,,,
beta-carboline[c],,beta-carboline,,obo.chebi:CHEBI/109895,C11H8N2,,c,MMRNM1773c,,Cx757,Cx757[c],,,,CHEBI:109895,,
beta-carotene[c],,beta-carotene,,lipidmaps/LMPR01070000,C40H56,,c,MMRNM1774c,,Cx758,Cx758[c],,,,,LMPR01070000,
beta-carotene[s],,beta-carotene,,,C40H56,,s,MMRNM1774s,,Cx758,Cx758[s],,,,,,
beta-casomorphin (1-6)[c],,beta-casomorphin (1-6),,,C38H50N6O10,,c,MMRNM1775c,,Cx1585,Cx1585[c],,,,,,
beta-casomorphin (1-6)[s],,beta-casomorphin (1-6),,,C38H50N6O10,,s,MMRNM1775s,,Cx1585,Cx1585[s],,,,,,
beta-casomorphin[c],,beta-casomorphin,,,C44H61N7O11,,c,MMRNM1776c,,Cx1581,Cx1581[c],,,,,,
beta-casomorphin[s],,beta-casomorphin,,,C44H61N7O11,,s,MMRNM1776s,,Cx1581,Cx1581[s],,,,,,
beta-D-glucose-6-phosphate[c],,beta-D-glucose-6-phosphate,,obo.chebi:CHEBI/17719,C6H13O9P,,c,MMRNM1777c,,C01172,C01172[c],,,,CHEBI:17719,,
beta-D-glucose[c],,beta-D-glucose,,kegg.compound/C00221;chebi/CHEBI:15903;vmhmetabolite/M01388;metanetx.chemical/MNXM105;sbo/SBO:0000247,C6H12O6,,c,MMRNM1778c,,C00221,C00221[c],,C00221,,CHEBI:15903,,SBO:0000247
"Beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, Human Uterine Homolog[c]",,"Beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, Human Uterine Homolog",,,C1245H2040N20O220P20,,c,MMRNM1779c,-20.0,Cx2696,Cx2696[c],,,,,,
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c],,beta-D-mannosyldiacetylchitobiosyldiphosphodolichol,,bigg.metabolite/mpdol__L;kegg.compound/C05860;chebi/CHEBI:18396;vmhmetabolite/mpdol_L;metanetx.chemical/MNXM148107;sbo/SBO:0000247,C42H74N2O22P2(C5H8)n,,c,MMRNM1780c,,C05860,C05860[c],,C05860,,CHEBI:18396,,SBO:0000247
beta-GalNAc-globoside[c],,beta-GalNAc-globoside,,,C53H92N3O28R,,c,MMRNM1781c,,Cx759,Cx759[c],,,,,,
beta-GalNAc-globoside[g],,beta-GalNAc-globoside,,,C53H92N3O28R,,g,MMRNM1781g,,Cx759,Cx759[g],,,,,,
beta-GalNAc-globoside[l],,beta-GalNAc-globoside,,,C53H92N3O28R,,l,MMRNM1781l,,Cx759,Cx759[l],,,,,,
beta-hydroxy-beta-methylbutyrate[c],,beta-hydroxy-beta-methylbutyrate,,,C5H10O3,,c,MMRNM1782c,,Cx9051,Cx9051[c],,,,,,
beta-Ionone[c],,beta-Ionone,,,C13H20O,,c,MMRNM1783c,,C12287,C12287[c],,,,,,
betaine_aldehyde[c],,betaine_aldehyde,,bigg.metabolite/betald;kegg.compound/C00576;chebi/CHEBI:15710;pubchem.compound/249;vmhmetabolite/betald;metanetx.chemical/MNXM457;sbo/SBO:0000247,C5H12NO,,c,MMRNM1784c,,C00576,C00576[c],,C00576,249,CHEBI:15710,,SBO:0000247
betaine_aldehyde[m],,betaine_aldehyde,,bigg.metabolite/betald;kegg.compound/C00576;chebi/CHEBI:15710;pubchem.compound/249;vmhmetabolite/betald;metanetx.chemical/MNXM457;sbo/SBO:0000247,C5H12NO,,m,MMRNM1784m,,C00576,C00576[m],,C00576,249,CHEBI:15710,,SBO:0000247
betaine[c],,betaine,,bigg.metabolite/glyb;kegg.compound/C00719;hmdb/HMDB00043;chebi/CHEBI:17750;pubchem.compound/247;vmhmetabolite/glyb;metanetx.chemical/MNXM289;sbo/SBO:0000247,C5H11NO2,,c,MMRNM1785c,,C00719,C00719[c],HMDB00043,C00719,247,CHEBI:17750,,SBO:0000247
betaine[m],,betaine,,bigg.metabolite/glyb;kegg.compound/C00719;hmdb/HMDB00043;chebi/CHEBI:17750;pubchem.compound/247;vmhmetabolite/glyb;metanetx.chemical/MNXM289;sbo/SBO:0000247,C5H11NO2,,m,MMRNM1785m,,C00719,C00719[m],HMDB00043,C00719,247,CHEBI:17750,,SBO:0000247
betaine[s],,betaine,,bigg.metabolite/glyb;kegg.compound/C00719;hmdb/HMDB00043;chebi/CHEBI:17750;pubchem.compound/247;vmhmetabolite/glyb;metanetx.chemical/MNXM289;sbo/SBO:0000247,C5H11NO2,,s,MMRNM1785s,,C00719,C00719[s],HMDB00043,C00719,247,CHEBI:17750,,SBO:0000247
bile-PC pool[c],,bile-PC pool,,,,,c,MMRNM1786c,,m44,m44[c],,,,,,
bile-PC pool[s],,bile-PC pool,,,,,s,MMRNM1786s,,m44,m44[s],,,,,,
bilirubin-bisglucuronoside[c],,bilirubin-bisglucuronoside,,bigg.metabolite/bildglcur;kegg.compound/C05787;chebi/CHEBI:18392;vmhmetabolite/bildglcur;metanetx.chemical/MNXM1369;metanetx.chemical/MNXM162497;sbo/SBO:0000247,C45H52N4O18,,c,MMRNM1787c,,C05787,C05787[c],,C05787,,CHEBI:18392,,SBO:0000247
bilirubin-bisglucuronoside[r],,bilirubin-bisglucuronoside,,bigg.metabolite/bildglcur;kegg.compound/C05787;chebi/CHEBI:18392;vmhmetabolite/bildglcur;metanetx.chemical/MNXM1369;metanetx.chemical/MNXM162497;sbo/SBO:0000247,C45H52N4O18,,r,MMRNM1787r,,C05787,C05787[r],,C05787,,CHEBI:18392,,SBO:0000247
bilirubin-bisglucuronoside[s],,bilirubin-bisglucuronoside,,bigg.metabolite/bildglcur;kegg.compound/C05787;chebi/CHEBI:18392;vmhmetabolite/bildglcur;metanetx.chemical/MNXM1369;metanetx.chemical/MNXM162497;sbo/SBO:0000247,C45H52N4O18,,s,MMRNM1787s,,C05787,C05787[s],,C05787,,CHEBI:18392,,SBO:0000247
bilirubin-monoglucuronoside[c],,bilirubin-monoglucuronoside,,bigg.metabolite/bilglcur;kegg.compound/C03374;chebi/CHEBI:16427;vmhmetabolite/bilglcur;metanetx.chemical/MNXM162498;sbo/SBO:0000247,C39H44N4O12,,c,MMRNM1788c,,C03374,C03374[c],,C03374,,CHEBI:16427,,SBO:0000247
bilirubin-monoglucuronoside[r],,bilirubin-monoglucuronoside,,bigg.metabolite/bilglcur;kegg.compound/C03374;chebi/CHEBI:16427;vmhmetabolite/bilglcur;metanetx.chemical/MNXM162498;sbo/SBO:0000247,C39H44N4O12,,r,MMRNM1788r,,C03374,C03374[r],,C03374,,CHEBI:16427,,SBO:0000247
bilirubin-monoglucuronoside[s],,bilirubin-monoglucuronoside,,bigg.metabolite/bilglcur;kegg.compound/C03374;chebi/CHEBI:16427;vmhmetabolite/bilglcur;metanetx.chemical/MNXM162498;sbo/SBO:0000247,C39H44N4O12,,s,MMRNM1788s,,C03374,C03374[s],,C03374,,CHEBI:16427,,SBO:0000247
bilirubin[c],,bilirubin,,bigg.metabolite/bilirub;kegg.compound/C00486;hmdb/HMDB00054;chebi/CHEBI:16990;pubchem.compound/5280352;vmhmetabolite/bilirub;metanetx.chemical/MNXM534;sbo/SBO:0000247,C33H36N4O6,,c,MMRNM1789c,,C00486,C00486[c],HMDB00054,C00486,5280352,CHEBI:16990,,SBO:0000247
bilirubin[r],,bilirubin,,bigg.metabolite/bilirub;kegg.compound/C00486;hmdb/HMDB00054;chebi/CHEBI:16990;pubchem.compound/5280352;vmhmetabolite/bilirub;metanetx.chemical/MNXM534;sbo/SBO:0000247,C33H36N4O6,,r,MMRNM1789r,,C00486,C00486[r],HMDB00054,C00486,5280352,CHEBI:16990,,SBO:0000247
bilirubin[s],,bilirubin,,bigg.metabolite/bilirub;kegg.compound/C00486;hmdb/HMDB00054;chebi/CHEBI:16990;pubchem.compound/5280352;vmhmetabolite/bilirub;metanetx.chemical/MNXM534;sbo/SBO:0000247,C33H36N4O6,,s,MMRNM1789s,,C00486,C00486[s],HMDB00054,C00486,5280352,CHEBI:16990,,SBO:0000247
biliverdin[c],,biliverdin,,bigg.metabolite/biliverd;kegg.compound/C00500;chebi/CHEBI:17033;vmhmetabolite/biliverd;metanetx.chemical/MNXM416;sbo/SBO:0000247,C33H34N4O6,,c,MMRNM1790c,,C00500,C00500[c],,C00500,,CHEBI:17033,,SBO:0000247
Biocytin[c],,Biocytin,,bigg.metabolite/biocyt;kegg.compound/C05552;chebi/CHEBI:27870;pubchem.compound/83814;vmhmetabolite/biocyt;metanetx.chemical/MNXM2981;metanetx.chemical/MNXM44319;sbo/SBO:0000247,,"1S/C16H28N4O4S/c17-10(15(22)23)5-3-4-8-18-13(21)7-2-1-6-12-14-11(9-25-12)19-16(24)20-14/h10-12,14H,1-9,17H2,(H,18,21)(H,22,23)(H2,19,20,24)/t10-,11-,12-,14-/m0/s1",c,MMRNM1791c,0.0,C05552,C05552[c],,C05552,83814,CHEBI:27870,,SBO:0000247
Biocytin[m],,Biocytin,,bigg.metabolite/biocyt;kegg.compound/C05552;chebi/CHEBI:27870;pubchem.compound/83814;vmhmetabolite/biocyt;metanetx.chemical/MNXM2981;metanetx.chemical/MNXM44319;sbo/SBO:0000247,,"1S/C16H28N4O4S/c17-10(15(22)23)5-3-4-8-18-13(21)7-2-1-6-12-14-11(9-25-12)19-16(24)20-14/h10-12,14H,1-9,17H2,(H,18,21)(H,22,23)(H2,19,20,24)/t10-,11-,12-,14-/m0/s1",m,MMRNM1791m,0.0,C05552,C05552[m],,C05552,83814,CHEBI:27870,,SBO:0000247
Biocytin[n],,Biocytin,,bigg.metabolite/biocyt;kegg.compound/C05552;chebi/CHEBI:27870;pubchem.compound/83814;vmhmetabolite/biocyt;metanetx.chemical/MNXM2981;metanetx.chemical/MNXM44319;sbo/SBO:0000247,,"1S/C16H28N4O4S/c17-10(15(22)23)5-3-4-8-18-13(21)7-2-1-6-12-14-11(9-25-12)19-16(24)20-14/h10-12,14H,1-9,17H2,(H,18,21)(H,22,23)(H2,19,20,24)/t10-,11-,12-,14-/m0/s1",n,MMRNM1791n,0.0,C05552,C05552[n],,C05552,83814,CHEBI:27870,,SBO:0000247
Biocytin[s],,Biocytin,,bigg.metabolite/biocyt;kegg.compound/C05552;chebi/CHEBI:27870;pubchem.compound/83814;vmhmetabolite/biocyt;metanetx.chemical/MNXM2981;metanetx.chemical/MNXM44319;sbo/SBO:0000247,,"1S/C16H28N4O4S/c17-10(15(22)23)5-3-4-8-18-13(21)7-2-1-6-12-14-11(9-25-12)19-16(24)20-14/h10-12,14H,1-9,17H2,(H,18,21)(H,22,23)(H2,19,20,24)/t10-,11-,12-,14-/m0/s1",s,MMRNM1791s,0.0,C05552,C05552[s],,C05552,83814,CHEBI:27870,,SBO:0000247
biotin[c],,biotin,,bigg.metabolite/btn;kegg.compound/C00120;hmdb/HMDB00030;chebi/CHEBI:15956;pubchem.compound/171548;vmhmetabolite/btn;metanetx.chemical/MNXM304;sbo/SBO:0000247,C10H16N2O3S,,c,MMRNM1792c,,C00120,C00120[c],HMDB00030,C00120,171548,CHEBI:15956,,SBO:0000247
biotin[m],,biotin,,bigg.metabolite/btn;kegg.compound/C00120;hmdb/HMDB00030;chebi/CHEBI:15956;pubchem.compound/171548;vmhmetabolite/btn;metanetx.chemical/MNXM304;sbo/SBO:0000247,C10H16N2O3S,,m,MMRNM1792m,,C00120,C00120[m],HMDB00030,C00120,171548,CHEBI:15956,,SBO:0000247
biotin[n],,biotin,,bigg.metabolite/btn;kegg.compound/C00120;hmdb/HMDB00030;chebi/CHEBI:15956;pubchem.compound/171548;vmhmetabolite/btn;metanetx.chemical/MNXM304;sbo/SBO:0000247,C10H16N2O3S,,n,MMRNM1792n,,C00120,C00120[n],HMDB00030,C00120,171548,CHEBI:15956,,SBO:0000247
biotin[s],,biotin,,bigg.metabolite/btn;kegg.compound/C00120;hmdb/HMDB00030;chebi/CHEBI:15956;pubchem.compound/171548;vmhmetabolite/btn;metanetx.chemical/MNXM304;sbo/SBO:0000247,C10H16N2O3S,,s,MMRNM1792s,,C00120,C00120[s],HMDB00030,C00120,171548,CHEBI:15956,,SBO:0000247
Biotinyl-5-Adenosine-5'-Monophosphate[m],,Biotinyl-5-Adenosine-5'-Monophosphate,,bigg.metabolite/btamp;kegg.compound/C05921;chebi/CHEBI:3110;pubchem.compound/5326875;vmhmetabolite/btamp;metanetx.chemical/MNXM2351;sbo/SBO:0000247,,"1S/C20H28N7O9PS/c21-17-14-18(23-7-22-17)27(8-24-14)19-16(30)15(29)10(35-19)5-34-37(32,33)36-12(28)4-2-1-3-11-13-9(6-38-11)25-20(31)26-13/h7-11,13,15-16,19,29-30H,1-6H2,(H,32,33)(H2,21,22,23)(H2,25,26,31)/p-1/t9-,10+,11-,13-,15+,16+,19+/m0/s1",m,MMRNM1793m,-1.0,C05921,C05921[m],,C05921,5326875,CHEBI:3110,,SBO:0000247
biotinyl-5-AMP[c],,biotinyl-5-AMP,,bigg.metabolite/btamp;kegg.compound/C05921;chebi/CHEBI:3110;pubchem.compound/5326875;vmhmetabolite/btamp;metanetx.chemical/MNXM2351;sbo/SBO:0000247,C20H28N7O9PS,,c,MMRNM1794c,,C05921,C05921[c],,C05921,5326875,CHEBI:3110,,SBO:0000247
"bromobenzene-2,3-dihydrodiol[c]",,"bromobenzene-2,3-dihydrodiol",,kegg.compound/C14842;vmhmetabolite/M01404;metanetx.chemical/MNXM10834;sbo/SBO:0000247,C6H7BrO2,,c,MMRNM1795c,,C14842,C14842[c],,C14842,,,,SBO:0000247
"bromobenzene-2,3-oxide[c]",,"bromobenzene-2,3-oxide",,kegg.compound/C14840;vmhmetabolite/M01405;metanetx.chemical/MNXM4493;sbo/SBO:0000247,C6H5BrO,,c,MMRNM1796c,,C14840,C14840[c],,C14840,,,,SBO:0000247
"bromobenzene-3,4-dihydrodiol[c]",,"bromobenzene-3,4-dihydrodiol",,kegg.compound/C14844;vmhmetabolite/M01406;metanetx.chemical/MNXM7136;sbo/SBO:0000247,C6H7BrO2,,c,MMRNM1797c,,C14844,C14844[c],,C14844,,,,SBO:0000247
"bromobenzene-3,4-oxide[c]",,"bromobenzene-3,4-oxide",,kegg.compound/C14839;vmhmetabolite/M01407;metanetx.chemical/MNXM4494;sbo/SBO:0000247,C6H5BrO,,c,MMRNM1798c,,C14839,C14839[c],,C14839,,,,SBO:0000247
bromobenzene[c],,bromobenzene,,kegg.compound/C11036;chebi/CHEBI:3179;vmhmetabolite/M01403;metanetx.chemical/MNXM7135;sbo/SBO:0000247,C6H5Br,,c,MMRNM1799c,,C11036,C11036[c],,C11036,,CHEBI:3179,,SBO:0000247
bromobenzene[s],,bromobenzene,,kegg.compound/C11036;chebi/CHEBI:3179;vmhmetabolite/M01403;metanetx.chemical/MNXM7135;sbo/SBO:0000247,C6H5Br,,s,MMRNM1799s,,C11036,C11036[s],,C11036,,CHEBI:3179,,SBO:0000247
bufotenine[c],,bufotenine,,kegg.compound/C08299;chebi/CHEBI:3210;vmhmetabolite/M01408;metanetx.chemical/MNXM10835;sbo/SBO:0000247,C12H16N2O,,c,MMRNM1800c,,C08299,C08299[c],,C08299,,CHEBI:3210,,SBO:0000247
but-2-enoyl-[ACP][c],,but-2-enoyl-[ACP],,kegg.compound/C04246;vmhmetabolite/HC01255;metanetx.chemical/MNXM3229;sbo/SBO:0000247,C4H5OSR,,c,MMRNM1801c,,C04246,C04246[c],,C04246,,,,SBO:0000247
Butyrate[c],,Butyrate,,bigg.metabolite/but;kegg.compound/C00246;hmdb/HMDB00039;chebi/CHEBI:30772;pubchem.compound/264;lipidmaps/LMFA01010004;vmhmetabolite/but;metanetx.chemical/MNXM162281;metanetx.chemical/MNXM458;sbo/SBO:0000247,,"1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",c,MMRNM1802c,-1.0,C00246,C00246[c],HMDB00039,C00246,264,CHEBI:30772,LMFA01010004,SBO:0000247
Butyrate[m],,Butyrate,,bigg.metabolite/but;kegg.compound/C00246;hmdb/HMDB00039;chebi/CHEBI:30772;pubchem.compound/264;lipidmaps/LMFA01010004;vmhmetabolite/but;metanetx.chemical/MNXM162281;metanetx.chemical/MNXM458;sbo/SBO:0000247,,"1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",m,MMRNM1802m,-1.0,C00246,C00246[m],HMDB00039,C00246,264,CHEBI:30772,LMFA01010004,SBO:0000247
Butyrate[s],,Butyrate,,bigg.metabolite/but;kegg.compound/C00246;hmdb/HMDB00039;chebi/CHEBI:30772;pubchem.compound/264;lipidmaps/LMFA01010004;vmhmetabolite/but;metanetx.chemical/MNXM162281;metanetx.chemical/MNXM458;sbo/SBO:0000247,,"1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",s,MMRNM1802s,-1.0,C00246,C00246[s],HMDB00039,C00246,264,CHEBI:30772,LMFA01010004,SBO:0000247
Butyryl Carnitine[c],,Butyryl Carnitine,,hmdb/HMDB02013;kegg.compound/C02862;pubchem.compound/439829,,"1/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3",c,MMRNM1803c,0.0,Cx2348,Cx2348[c],HMDB02013,C02862,439829,,,
Butyryl Carnitine[m],,Butyryl Carnitine,,hmdb/HMDB02013;kegg.compound/C02862;pubchem.compound/439829,,"1/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3",m,MMRNM1803m,0.0,Cx2348,Cx2348[m],HMDB02013,C02862,439829,,,
Butyryl Carnitine[p],,Butyryl Carnitine,,hmdb/HMDB02013;kegg.compound/C02862;pubchem.compound/439829,,"1/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3",p,MMRNM1803p,0.0,Cx2348,Cx2348[p],HMDB02013,C02862,439829,,,
butyryl-[ACP][c],,butyryl-[ACP],,kegg.compound/C05745;vmhmetabolite/HC01588;metanetx.chemical/MNXM2645;sbo/SBO:0000247,C4H7OSR,,c,MMRNM1804c,,C05745,C05745[c],,C05745,,,,SBO:0000247
butyryl-CoA[c],,butyryl-CoA,,bigg.metabolite/btcoa;kegg.compound/C00136;hmdb/HMDB01088;chebi/CHEBI:57371;pubchem.compound/265;vmhmetabolite/btcoa;metanetx.chemical/MNXM233;sbo/SBO:0000247,C25H42N7O17P3S,,c,MMRNM1805c,,C00136,C00136[c],HMDB01088,C00136,265,CHEBI:57371,,SBO:0000247
butyryl-CoA[m],,butyryl-CoA,,bigg.metabolite/btcoa;kegg.compound/C00136;hmdb/HMDB01088;chebi/CHEBI:57371;pubchem.compound/265;vmhmetabolite/btcoa;metanetx.chemical/MNXM233;sbo/SBO:0000247,C25H42N7O17P3S,,m,MMRNM1805m,,C00136,C00136[m],HMDB01088,C00136,265,CHEBI:57371,,SBO:0000247
butyryl-CoA[p],,butyryl-CoA,,bigg.metabolite/btcoa;kegg.compound/C00136;hmdb/HMDB01088;chebi/CHEBI:57371;pubchem.compound/265;vmhmetabolite/btcoa;metanetx.chemical/MNXM233;sbo/SBO:0000247,C25H42N7O17P3S,,p,MMRNM1805p,,C00136,C00136[p],HMDB01088,C00136,265,CHEBI:57371,,SBO:0000247
Ca2+_Ca[c],,Ca2+_Ca,,bigg.metabolite/ca2;kegg.compound/C00076;hmdb/HMDB00464;chebi/CHEBI:29108;pubchem.compound/271;vmhmetabolite/ca2;metanetx.chemical/MNXM128;sbo/SBO:0000247,,,c,MMRNM1806c,,C00076,C00076[c],HMDB00464,C00076,271,CHEBI:29108,,SBO:0000247
Ca2+_Ca[s],,Ca2+_Ca,,bigg.metabolite/ca2;kegg.compound/C00076;hmdb/HMDB00464;chebi/CHEBI:29108;pubchem.compound/271;vmhmetabolite/ca2;metanetx.chemical/MNXM128;sbo/SBO:0000247,,,s,MMRNM1806s,,C00076,C00076[s],HMDB00464,C00076,271,CHEBI:29108,,SBO:0000247
caffeate[c],,caffeate,,bigg.metabolite/34dhcinm;kegg.compound/C01197;hmdb/HMDB03501;chebi/CHEBI:16433;pubchem.compound/689043;vmhmetabolite/34dhcinm;metanetx.chemical/MNXM890;sbo/SBO:0000247,C9H8O4,,c,MMRNM1807c,,C01197,C01197[c],HMDB03501,C01197,689043,CHEBI:16433,,SBO:0000247
calcidiol[c],,calcidiol,,bigg.metabolite/25hvitd3;kegg.compound/C01561;hmdb/HMDB03550;chebi/CHEBI:17933;pubchem.compound/5283731;lipidmaps/LMST03020246;vmhmetabolite/25hvitd3;metanetx.chemical/MNXM162388;metanetx.chemical/MNXM812;sbo/SBO:0000247,C27H44O2,,c,MMRNM1808c,,C01561,C01561[c],HMDB03550,C01561,5283731,CHEBI:17933,LMST03020246,SBO:0000247
calcidiol[m],,calcidiol,,bigg.metabolite/25hvitd3;kegg.compound/C01561;hmdb/HMDB03550;chebi/CHEBI:17933;pubchem.compound/5283731;lipidmaps/LMST03020246;vmhmetabolite/25hvitd3;metanetx.chemical/MNXM162388;metanetx.chemical/MNXM812;sbo/SBO:0000247,C27H44O2,,m,MMRNM1808m,,C01561,C01561[m],HMDB03550,C01561,5283731,CHEBI:17933,LMST03020246,SBO:0000247
calcidiol[s],,calcidiol,,bigg.metabolite/25hvitd3;kegg.compound/C01561;hmdb/HMDB03550;chebi/CHEBI:17933;pubchem.compound/5283731;lipidmaps/LMST03020246;vmhmetabolite/25hvitd3;metanetx.chemical/MNXM162388;metanetx.chemical/MNXM812;sbo/SBO:0000247,C27H44O2,,s,MMRNM1808s,,C01561,C01561[s],HMDB03550,C01561,5283731,CHEBI:17933,LMST03020246,SBO:0000247
Calciol[s],,Calciol,,hmdb/HMDB00876;kegg.compound/C05443;pubchem.compound/10883523,,"1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1",s,MMRNM1809s,0.0,Cx1384,Cx1384[s],HMDB00876,C05443,10883523,,,
calcitetrol[c],,calcitetrol,,bigg.metabolite/1a2425thvitd3;kegg.compound/C18231;vmhmetabolite/1a2425thvitd3;metanetx.chemical/MNXM4500;metanetx.chemical/MNXM9597;sbo/SBO:0000247,C27H44O4,,c,MMRNM1810c,,C18231,C18231[c],,C18231,,,,SBO:0000247
calcitetrol[m],,calcitetrol,,bigg.metabolite/1a2425thvitd3;kegg.compound/C18231;vmhmetabolite/1a2425thvitd3;metanetx.chemical/MNXM4500;metanetx.chemical/MNXM9597;sbo/SBO:0000247,C27H44O4,,m,MMRNM1810m,,C18231,C18231[m],,C18231,,,,SBO:0000247
calcitriol[c],,calcitriol,,bigg.metabolite/1a25dhvitd3;kegg.compound/C01673;hmdb/HMDB01903;chebi/CHEBI:17823;pubchem.compound/5280453;lipidmaps/LMST03020258;vmhmetabolite/1a25dhvitd3;metanetx.chemical/MNXM1042;metanetx.chemical/MNXM9599;sbo/SBO:0000247,C27H44O3,,c,MMRNM1811c,,C01673,C01673[c],HMDB01903,C01673,5280453,CHEBI:17823,LMST03020258,SBO:0000247
calcitriol[m],,calcitriol,,bigg.metabolite/1a25dhvitd3;kegg.compound/C01673;hmdb/HMDB01903;chebi/CHEBI:17823;pubchem.compound/5280453;lipidmaps/LMST03020258;vmhmetabolite/1a25dhvitd3;metanetx.chemical/MNXM1042;metanetx.chemical/MNXM9599;sbo/SBO:0000247,C27H44O3,,m,MMRNM1811m,,C01673,C01673[m],HMDB01903,C01673,5280453,CHEBI:17823,LMST03020258,SBO:0000247
calcitriol[s],,calcitriol,,bigg.metabolite/1a25dhvitd3;kegg.compound/C01673;hmdb/HMDB01903;chebi/CHEBI:17823;pubchem.compound/5280453;lipidmaps/LMST03020258;vmhmetabolite/1a25dhvitd3;metanetx.chemical/MNXM1042;metanetx.chemical/MNXM9599;sbo/SBO:0000247,C27H44O3,,s,MMRNM1811s,,C01673,C01673[s],HMDB01903,C01673,5280453,CHEBI:17823,LMST03020258,SBO:0000247
calcitroic acid_[c],,calcitroic acid_,,bigg.metabolite/cca_d3;kegg.compound/C18230;vmhmetabolite/cca_d3;metanetx.chemical/MNXM10864;metanetx.chemical/MNXM2506;sbo/SBO:0000247,,,c,MMRNM1812c,,C18230,C18230[c],,C18230,,,,SBO:0000247
calcitroic acid_[s],,calcitroic acid_,,bigg.metabolite/cca_d3;kegg.compound/C18230;vmhmetabolite/cca_d3;metanetx.chemical/MNXM10864;metanetx.chemical/MNXM2506;sbo/SBO:0000247,,,s,MMRNM1812s,,C18230,C18230[s],,C18230,,,,SBO:0000247
calcitroic acid[m],,calcitroic acid,,bigg.metabolite/cca_d3;kegg.compound/C18230;vmhmetabolite/cca_d3;metanetx.chemical/MNXM10864;metanetx.chemical/MNXM2506;sbo/SBO:0000247,,,m,MMRNM1813m,,C18230,C18230[m],,C18230,,,,SBO:0000247
Calcium[c],,Calcium,,hmdb/HMDB00464;kegg.compound/C00076;pubchem.compound/271,,1S/Ca/q+2,c,MMRNM1814c,2.0,Cx2358,Cx2358[c],HMDB00464,C00076,271,,,
Calcium[s],,Calcium,,hmdb/HMDB00464;kegg.compound/C00076;pubchem.compound/271,,1S/Ca/q+2,s,MMRNM1814s,2.0,Cx2358,Cx2358[s],HMDB00464,C00076,271,,,
cAMP[c],,cAMP,,bigg.metabolite/camp;kegg.compound/C00575;hmdb/HMDB00058;chebi/CHEBI:17489;pubchem.compound/6076;vmhmetabolite/camp;metanetx.chemical/MNXM243;sbo/SBO:0000247,C10H12N5O6P,,c,MMRNM1815c,,C00575,C00575[c],HMDB00058,C00575,6076,CHEBI:17489,,SBO:0000247
cAMP[g],,cAMP,,bigg.metabolite/camp;kegg.compound/C00575;hmdb/HMDB00058;chebi/CHEBI:17489;pubchem.compound/6076;vmhmetabolite/camp;metanetx.chemical/MNXM243;sbo/SBO:0000247,C10H12N5O6P,,g,MMRNM1815g,,C00575,C00575[g],HMDB00058,C00575,6076,CHEBI:17489,,SBO:0000247
cAMP[s],,cAMP,,bigg.metabolite/camp;kegg.compound/C00575;hmdb/HMDB00058;chebi/CHEBI:17489;pubchem.compound/6076;vmhmetabolite/camp;metanetx.chemical/MNXM243;sbo/SBO:0000247,C10H12N5O6P,,s,MMRNM1815s,,C00575,C00575[s],HMDB00058,C00575,6076,CHEBI:17489,,SBO:0000247
carbamoyl-phosphate[c],,carbamoyl-phosphate,,bigg.metabolite/cbp;kegg.compound/C00169;chebi/CHEBI:17672;pubchem.compound/278;vmhmetabolite/cbp;metanetx.chemical/MNXM138;sbo/SBO:0000247,CH4NO5P,,c,MMRNM1816c,,C00169,C00169[c],,C00169,278,CHEBI:17672,,SBO:0000247
carbamoyl-phosphate[m],,carbamoyl-phosphate,,bigg.metabolite/cbp;kegg.compound/C00169;chebi/CHEBI:17672;pubchem.compound/278;vmhmetabolite/cbp;metanetx.chemical/MNXM138;sbo/SBO:0000247,CH4NO5P,,m,MMRNM1816m,,C00169,C00169[m],,C00169,278,CHEBI:17672,,SBO:0000247
