,#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE
2084,,GA2[g],GA2,,obo.chebi:CHEBI/27731,C39H69N2O18R,,g,MMRNM2372g,0.0
2085,,gal-glcnac-gal-globoside[g],gal-glcnac-gal-globoside,,,C65H112N3O38R,,g,MMRNM2373g,
2086,,galactose-1-phosphate[c],galactose-1-phosphate,,kegg.compound/C03384,C6H13O9P,,c,MMRNM2377c,
2087,,galactose[c],galactose,,obo.chebi:CHEBI/4139,C6H12O6,,c,MMRNM2378c,
2088,,galactose[l],galactose,,obo.chebi:CHEBI/4139,C6H12O6,,l,MMRNM2378l,
2089,,galactose[s],galactose,,obo.chebi:CHEBI/4139,C6H12O6,,s,MMRNM2378s,
2090,,galactosylgloboside[c],galactosylgloboside,,kegg.compound/G00097,C51H89N2O28R,,c,MMRNM2379c,
2091,,galactosylgloboside[g],galactosylgloboside,,kegg.compound/G00097,C51H89N2O28R,,g,MMRNM2379g,
2092,,galactosylglycerol[s],galactosylglycerol,,obo.chebi:CHEBI/15754,C9H18O8,,s,MMRNM2380s,
2093,,galgalgalthcrm heparan sulfate[g],galgalgalthcrm heparan sulfate,,,C55H96NO33R,,g,MMRNM2381g,
2094,,galgalthcrm heparan sulfate[g],galgalthcrm heparan sulfate,,,C49H86NO28R,,g,MMRNM2382g,
2095,,galthcrm heparan sulfate[g],galthcrm heparan sulfate,,,C43H76NO23R,,g,MMRNM2384g,
2096,,gamma-carboxyethyl-hydroxychroman[c],gamma-carboxyethyl-hydroxychroman,,,C15H20O4,,c,MMRNM2388c,
2097,,gamma-CEHC-glucuronide[c],gamma-CEHC-glucuronide,,,C21H28O10,,c,MMRNM2389c,
2098,,gamma-glutamyl-cysteine[c],gamma-glutamyl-cysteine,,obo.chebi:CHEBI/17515,C8H14N2O5S,,c,MMRNM2392c,
2099,,gamma-glutamylglutathione[c],gamma-glutamylglutathione,,,C15H24N4O9S,,c,MMRNM2393c,
2100,,gamma-L-glutamyl-L-alanine[c],gamma-L-glutamyl-L-alanine,,,C8H14N2O5,,c,MMRNM2394c,-4.0
2101,,gamma-L-glutamyl-L-alpha-aminobutyrate[c],gamma-L-glutamyl-L-alpha-aminobutyrate,,,C9H16N2O5,,c,MMRNM2395c,
2102,,gamma-linolenate[c],gamma-linolenate,,obo.chebi:CHEBI/28661,C18H30O2,,c,MMRNM2396c,
2103,,gamma-linolenate[r],gamma-linolenate,,obo.chebi:CHEBI/28661,C18H30O2,,r,MMRNM2396r,
2104,,gamma-linolenate[s],gamma-linolenate,,obo.chebi:CHEBI/28661,C18H30O2,,s,MMRNM2396s,
2105,,gamma-linolenoyl-CoA[c],gamma-linolenoyl-CoA,,obo.chebi:CHEBI/15508,C39H64N7O17P3S,,c,MMRNM2397c,
2106,,gamma-linolenoyl-CoA[m],gamma-linolenoyl-CoA,,obo.chebi:CHEBI/15508,C39H64N7O17P3S,,m,MMRNM2397m,0.0
2107,,gamma-linolenoyl-CoA[p],gamma-linolenoyl-CoA,,obo.chebi:CHEBI/15508,C39H64N7O17P3S,,p,MMRNM2397p,
2108,,gamma-linolenoyl-CoA[r],gamma-linolenoyl-CoA,,obo.chebi:CHEBI/15508,C39H64N7O17P3S,,r,MMRNM2397r,
2109,,gamma-linolenoylcarnitine[c],gamma-linolenoylcarnitine,,,C25H43NO4,,c,MMRNM2398c,
2110,,gamma-linolenoylcarnitine[m],gamma-linolenoylcarnitine,,,C25H43NO4,,m,MMRNM2398m,
2111,,gamma-linolenoylcarnitine[r],gamma-linolenoylcarnitine,,,C25H43NO4,,r,MMRNM2398r,
2112,,Ganglioside Gm1[c],Ganglioside Gm1,,hmdb/HMDB00117;kegg.compound/C04911,C55H95N3O30FULLRCO,,c,MMRNM2403c,-1.0
2113,,Ganglioside Gm1[g],Ganglioside Gm1,,hmdb/HMDB00117;kegg.compound/C04911,C55H95N3O30FULLRCO,,g,MMRNM2403g,-1.0
2114,,GAP[c],GAP,,obo.chebi:CHEBI/29052,C3H7O6P,,c,MMRNM2404c,
2115,,GAR[c],GAR,,obo.chebi:CHEBI/18349,C7H15N2O8P,,c,MMRNM2405c,
2116,,GD1a[c],GD1a,,obo.chebi:CHEBI/18163,C67H113N4O39R,,c,MMRNM2406c,
2117,,GD1a[g],GD1a,,obo.chebi:CHEBI/18163,C67H113N4O39R,,g,MMRNM2406g,
2118,,GD1alpha[g],GD1alpha,,,C67H113N4O39R,,g,MMRNM2407g,
2119,,GD1b[c],GD1b,,obo.chebi:CHEBI/28175,C67H113N4O39R,,c,MMRNM2408c,
2120,,GD1b[g],GD1b,,obo.chebi:CHEBI/28175,C67H113N4O39R,,g,MMRNM2408g,
2121,,GD1beta[g],GD1beta,,,C67H113N4O39R,,g,MMRNM4071g,0.0
2122,,GD2[c],GD2,,obo.chebi:CHEBI/28648,C61H103N4O34R,,c,MMRNM2410c,0.0
2123,,GD2[g],GD2,,obo.chebi:CHEBI/28648,C61H103N4O34R,,g,MMRNM2410g,0.0
2124,,Gd3[c],Gd3,,kegg.compound/C06133,C52H88N3O28FULLRCO,,c,MMRNM2411c,
2125,,Gd3[g],Gd3,,kegg.compound/C06133,C52H88N3O28FULLRCO,,g,MMRNM2411g,
2126,,GDP-4-dehydro-6-deoxy-D-mannose[c],GDP-4-dehydro-6-deoxy-D-mannose,,obo.chebi:CHEBI/16955,C16H23N5O15P2,,c,MMRNM2412c,0.0
2127,,GDP-L-fucose[c],GDP-L-fucose,,obo.chebi:CHEBI/17009,C16H25N5O15P2,,c,MMRNM2413c,0.0
2128,,GDP-L-fucose[g],GDP-L-fucose,,obo.chebi:CHEBI/17009,C16H25N5O15P2,,g,MMRNM2413g,
2129,,GDP-mannose[c],GDP-mannose,,obo.chebi:CHEBI/15820,C16H25N5O16P2,,c,MMRNM2414c,
2130,,GDP[c],GDP,,obo.chebi:CHEBI/17552,C10H15N5O11P2,,c,MMRNM2415c,
2131,,GDP[g],GDP,,obo.chebi:CHEBI/17552,C10H15N5O11P2,,g,MMRNM2415g,
2132,,GDP[m],GDP,,obo.chebi:CHEBI/17552,C10H15N5O11P2,,m,MMRNM2415m,
2133,,GDP[n],GDP,,obo.chebi:CHEBI/17552,C10H15N5O11P2,,n,MMRNM2415n,-4.0
2134,,GDP[s],GDP,,obo.chebi:CHEBI/17552,C10H15N5O11P2,,s,MMRNM2415s,-1.0
2135,,gentisate aldehyde[c],gentisate aldehyde,,kegg.compound/C05585,C7H6O3,,c,MMRNM2416c,-1.0
2136,,geranyl-PP[c],geranyl-PP,,obo.chebi:CHEBI/17211,C10H20O7P2,,c,MMRNM2418c,
2137,,"glcnac-alpha-1,4-core 2[g]","glcnac-alpha-1,4-core 2",,,C30H50N3O20X,,g,MMRNM2421g,
2138,,glcnac-gal-globoside[g],glcnac-gal-globoside,,,C59H102N3O33R,,g,MMRNM2422g,
2139,,globin[c],globin,,obo.chebi:CHEBI/5386,C57H88O2,,c,MMRNM2424c,
2140,,globoside[c],globoside,,obo.chebi:CHEBI/18259,C45H79N2O23R,,c,MMRNM2426c,
2141,,globoside[g],globoside,,obo.chebi:CHEBI/18259,C45H79N2O23R,,g,MMRNM2426g,
2142,,globoside[l],globoside,,obo.chebi:CHEBI/18259,C45H79N2O23R,,l,MMRNM2426l,
2143,,globotriaosylceramide[c],globotriaosylceramide,,obo.chebi:CHEBI/18313,C37H66NO18R,,c,MMRNM2427c,
2144,,globotriaosylceramide[g],globotriaosylceramide,,obo.chebi:CHEBI/18313,C37H66NO18R,,g,MMRNM2427g,
2145,,globotriaosylceramide[l],globotriaosylceramide,,obo.chebi:CHEBI/18313,C37H66NO18R,,l,MMRNM2427l,
2146,,"glucono-1,5-lactone-6-phosphate[c]","glucono-1,5-lactone-6-phosphate",,obo.chebi:CHEBI/16938,C6H11O9P,,c,MMRNM2428c,
2147,,"glucono-1,5-lactone-6-phosphate[r]","glucono-1,5-lactone-6-phosphate",,obo.chebi:CHEBI/16938,C6H11O9P,,r,MMRNM2428r,
2148,,glucosamine-6-phosphate[c],glucosamine-6-phosphate,,obo.chebi:CHEBI/15873,C6H14NO8P,,c,MMRNM2429c,
2149,,glucosamine[c],glucosamine,,obo.chebi:CHEBI/47977,C6H13NO5,,c,MMRNM2430c,
2150,,glucosamine[s],glucosamine,,obo.chebi:CHEBI/47977,C6H13NO5,,s,MMRNM2430s,
2151,,glucosaminyl-acylphosphatidylinositol[r],glucosaminyl-acylphosphatidylinositol,,,C33H58NO18PR3,,r,MMRNM2431r,
2152,,glucose-1-phosphate[c],glucose-1-phosphate,,obo.chebi:CHEBI/16077,C6H13O9P,,c,MMRNM2432c,
2153,,"glucose-1,6-bisphosphate[c]","glucose-1,6-bisphosphate",,obo.chebi:CHEBI/18148,C6H14O12P2,,c,MMRNM2433c,-1.0
2154,,glucose-6-phosphate[c],glucose-6-phosphate,,obo.chebi:CHEBI/4170,C6H13O9P,,c,MMRNM2434c,-1.0
2155,,glucose-6-phosphate[r],glucose-6-phosphate,,obo.chebi:CHEBI/4170,C6H13O9P,,r,MMRNM2434r,-1.0
2156,,glucose[c],glucose,,obo.chebi:CHEBI/4167,C6H12O6,,c,MMRNM2435c,
2157,,glucose[g],glucose,,obo.chebi:CHEBI/4167,C6H12O6,,g,MMRNM2435g,
2158,,glucose[l],glucose,,obo.chebi:CHEBI/4167,C6H12O6,,l,MMRNM2435l,
2159,,glucose[r],glucose,,obo.chebi:CHEBI/4167,C6H12O6,,r,MMRNM2435r,
2160,,glucose[s],glucose,,obo.chebi:CHEBI/4167,C6H12O6,,s,MMRNM2435s,-1.0
2161,,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g],glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C64H107N2O50X,,g,MMRNM2436g,-1.0
2162,,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r],glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C64H107N2O50X,,r,MMRNM2436r,
2163,,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[r]","glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",,,C70H117N2O55X,,r,MMRNM2437r,
2164,,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[r]","glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",,,C70H117N2O55X,,r,MMRNM2438r,
2165,,glucosylceramide pool[c],glucosylceramide pool,,,,,c,MMRNM2439c,
2166,,glucosylceramide pool[g],glucosylceramide pool,,,,,g,MMRNM2439g,
2167,,glucosylceramide pool[l],glucosylceramide pool,,,,,l,MMRNM2439l,
2168,,glucosylceramide pool[r],glucosylceramide pool,,,,,r,MMRNM2439r,
2169,,glucosylceramide pool[s],glucosylceramide pool,,,,,s,MMRNM2439s,
2170,,glucuronate[c],glucuronate,,obo.chebi:CHEBI/4178,C6H10O7,,c,MMRNM2440c,
2171,,glucuronate[l],glucuronate,,obo.chebi:CHEBI/4178,C6H10O7,,l,MMRNM2440l,
2172,,glutamate[c],glutamate,,obo.chebi:CHEBI/16015,C5H9NO4,,c,MMRNM2442c,
2173,,glutamate[l],glutamate,,obo.chebi:CHEBI/16015,C5H9NO4,,l,MMRNM2442l,0.0
2174,,glutamate[m],glutamate,,obo.chebi:CHEBI/16015,C5H9NO4,,m,MMRNM2442m,
2175,,glutamate[r],glutamate,,obo.chebi:CHEBI/16015,C5H9NO4,,r,MMRNM2442r,
2176,,glutamate[s],glutamate,,obo.chebi:CHEBI/16015,C5H9NO4,,s,MMRNM2442s,
2177,,glutamine[c],glutamine,,obo.chebi:CHEBI/18050,C5H10N2O3,,c,MMRNM2443c,
2178,,glutamine[l],glutamine,,obo.chebi:CHEBI/18050,C5H10N2O3,,l,MMRNM2443l,
2179,,glutamine[m],glutamine,,obo.chebi:CHEBI/18050,C5H10N2O3,,m,MMRNM2443m,
2180,,glutamine[s],glutamine,,obo.chebi:CHEBI/18050,C5H10N2O3,,s,MMRNM2443s,0.0
2181,,glutamyl-5-phosphate[m],glutamyl-5-phosphate,,obo.chebi:CHEBI/17798,C5H10NO7P,,m,MMRNM2454m,0.0
2182,,glutaryl-CoA[m],glutaryl-CoA,,obo.chebi:CHEBI/15524,C26H42N7O19P3S,,m,MMRNM2466m,0.0
2183,,glutathionyl-leukotriene C4[c],glutathionyl-leukotriene C4,,,C24H40O3,,c,MMRNM2469c,-1.0
2184,,glutathionyl-leukotriene C4[s],glutathionyl-leukotriene C4,,,C24H40O3,,s,MMRNM2469s,-1.0
2185,,glyceraldehyde[c],glyceraldehyde,,obo.chebi:CHEBI/17378,C3H6O3,,c,MMRNM2470c,-1.0
2186,,glyceraldehyde[m],glyceraldehyde,,obo.chebi:CHEBI/17378,C3H6O3,,m,MMRNM2470m,
2187,,glycerate[c],glycerate,,obo.chebi:CHEBI/32398,C3H6O4,,c,MMRNM2471c,
2188,,glycerate[m],glycerate,,obo.chebi:CHEBI/32398,C3H6O4,,m,MMRNM2471m,
2189,,glycerol[c],glycerol,,obo.chebi:CHEBI/17754,C3H8O3,,c,MMRNM2473c,
2190,,glycerol[m],glycerol,,obo.chebi:CHEBI/17754,C3H8O3,,m,MMRNM2473m,
2191,,glycerol[s],glycerol,,obo.chebi:CHEBI/17754,C3H8O3,,s,MMRNM2473s,
2192,,Glycerone[s],Glycerone,,kegg.compound/C00184;pubchem.compound/670,,"1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2",s,MMRNM2474s,
2193,,glycine[c],glycine,,obo.chebi:CHEBI/15428,C2H5NO2,,c,MMRNM2475c,
2194,,glycine[l],glycine,,obo.chebi:CHEBI/15428,C2H5NO2,,l,MMRNM2475l,
2195,,glycine[m],glycine,,obo.chebi:CHEBI/15428,C2H5NO2,,m,MMRNM2475m,
2196,,glycine[p],glycine,,obo.chebi:CHEBI/15428,C2H5NO2,,p,MMRNM2475p,-2.0
2197,,glycine[s],glycine,,obo.chebi:CHEBI/15428,C2H5NO2,,s,MMRNM2475s,
2198,,glycochenodeoxycholate[c],glycochenodeoxycholate,,obo.chebi:CHEBI/36274,C26H43NO5,,c,MMRNM2476c,
2199,,glycochenodeoxycholate[s],glycochenodeoxycholate,,obo.chebi:CHEBI/36274,C26H43NO5,,s,MMRNM2476s,
2200,,Glycochenodeoxycholic acid 3-sulfate[c],Glycochenodeoxycholic acid 3-sulfate,,,C26H42NO8S,,c,MMRNM2477c,-1.0
2201,,Glycochenodeoxycholic acid 3-sulfate[s],Glycochenodeoxycholic acid 3-sulfate,,,C26H42NO8S,,s,MMRNM2477s,-1.0
2202,,Glycocholate[c],Glycocholate,,hmdb/HMDB00138;kegg.compound/C01921;pubchem.compound/23617285,,"1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1",c,MMRNM2478c,
2203,,Glycocholate[s],Glycocholate,,hmdb/HMDB00138;kegg.compound/C01921;pubchem.compound/23617285,,"1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1",s,MMRNM2478s,-1.0
2204,,Glycocholic acid 3-sulfate[c],Glycocholic acid 3-sulfate,,,C26H42NO9S,,c,MMRNM2479c,-1.0
2205,,Glycocholic acid 3-sulfate[s],Glycocholic acid 3-sulfate,,,C26H42NO9S,,s,MMRNM2479s,
2206,,Glycodeoxycholic acid 3-sulfate[c],Glycodeoxycholic acid 3-sulfate,,,C26H42NO8S,,c,MMRNM2481c,
2207,,Glycodeoxycholic acid 3-sulfate[s],Glycodeoxycholic acid 3-sulfate,,,C26H42NO8S,,s,MMRNM2481s,
2208,,glycogenin G11[c],glycogenin G11,,,C76H120N2O58R2,,c,MMRNM2487c,
2209,,glycogenin G4G4[c],glycogenin G4G4,,,C58H90N2O43R2,,c,MMRNM2488c,
2210,,glycogenin G4G7[c],glycogenin G4G7,,,C76H120N2O58R2,,c,MMRNM2489c,
2211,,glycogenin G7[c],glycogenin G7,,,C52H80N2O38R2,,c,MMRNM2490c,
2212,,glycogenin G7G1[c],glycogenin G7G1,,,C58H90N2O43R2,,c,MMRNM2491c,
2213,,glycogenin G8[c],glycogenin G8,,,C58H90N2O43R2,,c,MMRNM2492c,
2214,,glycogenin[c],glycogenin,,kegg.compound/C01702,C10H10N2O3R2,,c,MMRNM2493c,0.0
2215,,glycolaldehyde[c],glycolaldehyde,,obo.chebi:CHEBI/17071,C2H4O2,,c,MMRNM2494c,0.0
2216,,glycolaldehyde[m],glycolaldehyde,,obo.chebi:CHEBI/17071,C2H4O2,,m,MMRNM2494m,0.0
2217,,glycolate[c],glycolate,,obo.chebi:CHEBI/17497,C2H4O3,,c,MMRNM2495c,
2218,,glycolate[m],glycolate,,obo.chebi:CHEBI/17497,C2H4O3,,m,MMRNM2495m,-1.0
2219,,glycolate[p],glycolate,,obo.chebi:CHEBI/17497,C2H4O3,,p,MMRNM2495p,
2220,,glycolipid[g],glycolipid,,,C51H89N2O27R,,g,MMRNM2496g,
2221,,glycolithocholate[c],glycolithocholate,,obo.chebi:CHEBI/37998,C26H43NO4,,c,MMRNM2497c,
2222,,glycolithocholate[s],glycolithocholate,,obo.chebi:CHEBI/37998,C26H43NO4,,s,MMRNM2497s,
2223,,glycophosphatidylinositol-(GPI)-anchored-protein-precursor_XY[c],glycophosphatidylinositol-(GPI)-anchored-protein-precursor_XY,,,,,c,MMRNM2498c,
2224,,glycophosphatidylinositol-(GPI)-anchored-protein-precursor_XY[s],glycophosphatidylinositol-(GPI)-anchored-protein-precursor_XY,,,,,s,MMRNM2498s,
2225,,glycophosphatidylinositol-(GPI)-anchored-protein-precursor[r],glycophosphatidylinositol-(GPI)-anchored-protein-precursor,,,XY,,r,MMRNM2499r,-4.0
2226,,glycoursodeoxycholate[c],glycoursodeoxycholate,,,C26H43NO5,,c,MMRNM2502c,-4.0
2227,,glycoursodeoxycholate[s],glycoursodeoxycholate,,,C26H43NO5,,s,MMRNM2502s,-4.0
2228,,Glycoursodeoxycholic acid 3-sulfate[c],Glycoursodeoxycholic acid 3-sulfate,,,C26H42NO8S,,c,MMRNM2503c,-4.0
2229,,Glycoursodeoxycholic acid 3-sulfate[s],Glycoursodeoxycholic acid 3-sulfate,,,C26H42NO8S,,s,MMRNM2503s,-1.0
2230,,glycyl-tRNA(gly)[c],glycyl-tRNA(gly),,obo.chebi:CHEBI/29156,C12H20NO11PR2(C5H8O6PR)n,,c,MMRNM2510c,-1.0
2231,,glyoxalate[c],glyoxalate,,obo.chebi:CHEBI/35179,C2H2O3,,c,MMRNM2517c,-4.0
2232,,glyoxalate[m],glyoxalate,,obo.chebi:CHEBI/35179,C2H2O3,,m,MMRNM2517m,
2233,,glyoxalate[p],glyoxalate,,obo.chebi:CHEBI/35179,C2H2O3,,p,MMRNM2517p,
2234,,GM1[c],GM1,,obo.chebi:CHEBI/18216,C56H96N3O31R,,c,MMRNM2518c,
2235,,GM1[g],GM1,,obo.chebi:CHEBI/18216,C56H96N3O31R,,g,MMRNM2518g,
2236,,GM1[l],GM1,,obo.chebi:CHEBI/18216,C56H96N3O31R,,l,MMRNM2518l,
2237,,Gm1Alpha[g],Gm1Alpha,,,C55H95N3O30FULLRCO,,g,MMRNM2519g,
2238,,GM1b[c],GM1b,,kegg.compound/G00125,C56H96N3O31R,,c,MMRNM2520c,
2239,,GM1b[g],GM1b,,kegg.compound/G00125,C56H96N3O31R,,g,MMRNM2520g,
2240,,GM2[c],GM2,,obo.chebi:CHEBI/51013,C50H86N3O26R,,c,MMRNM2521c,
2241,,GM2[g],GM2,,obo.chebi:CHEBI/51013,C50H86N3O26R,,g,MMRNM2521g,
2242,,GM2[l],GM2,,obo.chebi:CHEBI/51013,C50H86N3O26R,,l,MMRNM2521l,
2243,,GM2A_[c],GM2A_,,,,,c,MMRNM2522c,
2244,,GM2A-GM2[l],GM2A-GM2,,,C50H86N3O26R,,l,MMRNM2523l,
2245,,GM2A[l],GM2A,,,,,l,MMRNM2524l,
2246,,Gm2Alpha[g],Gm2Alpha,,,C49H85N3O25FULLRCO,,g,MMRNM2525g,
2247,,GM3[c],GM3,,obo.chebi:CHEBI/15681,C42H73N2O21R,,c,MMRNM2526c,
2248,,GM3[g],GM3,,obo.chebi:CHEBI/15681,C42H73N2O21R,,g,MMRNM2526g,
2249,,GM3[l],GM3,,obo.chebi:CHEBI/15681,C42H73N2O21R,,l,MMRNM2526l,-1.0
2250,,GMP[c],GMP,,obo.chebi:CHEBI/17345,C10H14N5O8P,,c,MMRNM2528c,
2251,,GMP[g],GMP,,obo.chebi:CHEBI/17345,C10H14N5O8P,,g,MMRNM2528g,
2252,,GMP[l],GMP,,obo.chebi:CHEBI/17345,C10H14N5O8P,,l,MMRNM2528l,
2253,,GMP[m],GMP,,obo.chebi:CHEBI/17345,C10H14N5O8P,,m,MMRNM2528m,
2254,,GMP[n],GMP,,obo.chebi:CHEBI/17345,C10H14N5O8P,,n,MMRNM2528n,
2255,,GMP[s],GMP,,obo.chebi:CHEBI/17345,C10H14N5O8P,,s,MMRNM2528s,0.0
2256,,GP1c[g],GP1c,,,C100H164N7O63R,,g,MMRNM2530g,0.0
2257,,gpi heparan sulfate[r],gpi heparan sulfate,,,C57H106N4O42P4R3,,r,MMRNM2532r,0.0
2258,,gpi_prot heparan sulfate[r],gpi_prot heparan sulfate,,,C57H106N4O42P4R3X,,r,MMRNM2533r,
2259,,gpi_sig[r],gpi_sig,,,Y,,r,MMRNM2535r,
2260,,GQ1b[c],GQ1b,,obo.chebi:CHEBI/27515,C89H147N6O55R,,c,MMRNM2536c,
2261,,GQ1b[g],GQ1b,,obo.chebi:CHEBI/27515,C89H147N6O55R,,g,MMRNM2536g,
2262,,GQ1b[s],GQ1b,,obo.chebi:CHEBI/27515,C89H147N6O55R,,s,MMRNM2536s,
2263,,GQ1balpha[c],GQ1balpha,,kegg.compound/G00129,C89H143N6O55R,,c,MMRNM2537c,
2264,,GQ1balpha[g],GQ1balpha,,kegg.compound/G00129,C89H143N6O55R,,g,MMRNM2537g,
2265,,GQ1c[g],GQ1c,,kegg.compound/G00121,C89H143N6O55R,,g,MMRNM2538g,0.0
2266,,GSH[c],GSH,,obo.chebi:CHEBI/16856,C10H17N3O6S,,c,MMRNM2539c,0.0
2267,,GSH[m],GSH,,obo.chebi:CHEBI/16856,C10H17N3O6S,,m,MMRNM2539m,
2268,,GSH[s],GSH,,obo.chebi:CHEBI/16856,C10H17N3O6S,,s,MMRNM2539s,
2269,,GSSG[c],GSSG,,obo.chebi:CHEBI/17858,C20H32N6O12S2,,c,MMRNM2540c,
2270,,GSSG[m],GSSG,,obo.chebi:CHEBI/17858,C20H32N6O12S2,,m,MMRNM2540m,
2271,,GSSG[s],GSSG,,obo.chebi:CHEBI/17858,C20H32N6O12S2,,s,MMRNM2540s,
2272,,GT1aalpha[g],GT1aalpha,,kegg.compound/G00128,C78H127N5O47R,,g,MMRNM2542g,
2273,,GT1b[c],GT1b,,obo.chebi:CHEBI/28058,C78H130N5O47R,,c,MMRNM2543c,
2274,,GT1b[g],GT1b,,obo.chebi:CHEBI/28058,C78H130N5O47R,,g,MMRNM2543g,
2275,,GT1c[g],GT1c,,kegg.compound/G00120,C78H127N5O47R,,g,MMRNM2544g,
2276,,GT2[g],GT2,,kegg.compound/G00119,C72H117N5O42R,,g,MMRNM2545g,
2277,,GT3[c],GT3,,obo.chebi:CHEBI/28541,C64H107N4O37R,,c,MMRNM2546c,
2278,,GT3[g],GT3,,obo.chebi:CHEBI/28541,C64H107N4O37R,,g,MMRNM2546g,
2279,,GTP[c],GTP,,obo.chebi:CHEBI/15996,C10H16N5O14P3,,c,MMRNM2547c,
2280,,GTP[m],GTP,,obo.chebi:CHEBI/15996,C10H16N5O14P3,,m,MMRNM2547m,
2281,,GTP[n],GTP,,obo.chebi:CHEBI/15996,C10H16N5O14P3,,n,MMRNM2547n,
2282,,GTP[s],GTP,,obo.chebi:CHEBI/15996,C10H16N5O14P3,,s,MMRNM2547s,
2283,,guanidine[c],guanidine,,obo.chebi:CHEBI/42820,CH5N3,,c,MMRNM2548c,0.0
2284,,guanidine[s],guanidine,,obo.chebi:CHEBI/42820,CH5N3,,s,MMRNM2548s,0.0
2285,,guanidinoacetate[c],guanidinoacetate,,obo.chebi:CHEBI/16344,C3H7N3O2,,c,MMRNM2549c,0.0
2286,,guanine[c],guanine,,obo.chebi:CHEBI/16235,C5H5N5O,,c,MMRNM2550c,
2287,,guanosine[c],guanosine,,obo.chebi:CHEBI/16750,C10H13N5O5,,c,MMRNM2551c,
2288,,guanosine[l],guanosine,,obo.chebi:CHEBI/16750,C10H13N5O5,,l,MMRNM2551l,
2289,,guanosine[m],guanosine,,obo.chebi:CHEBI/16750,C10H13N5O5,,m,MMRNM2551m,
2290,,guanosine[s],guanosine,,obo.chebi:CHEBI/16750,C10H13N5O5,,s,MMRNM2551s,
2291,,H+[c],H+,,obo.chebi:CHEBI/24636,H,,c,MMRNM2552c,
2292,,H+[g],H+,,obo.chebi:CHEBI/24636,H,,g,MMRNM2552g,
2293,,H+[l],H+,,obo.chebi:CHEBI/24636,H,,l,MMRNM2552l,
2294,,H+[m],H+,,obo.chebi:CHEBI/24636,H,,m,MMRNM2552m,
2295,,H+[n],H+,,obo.chebi:CHEBI/24636,H,,n,MMRNM2552n,
2296,,H+[p],H+,,obo.chebi:CHEBI/24636,H,,p,MMRNM2552p,
2297,,H+[r],H+,,obo.chebi:CHEBI/24636,H,,r,MMRNM2552r,
2298,,H+[s],H+,,obo.chebi:CHEBI/24636,H,,s,MMRNM2552s,
2299,,H2O[c],H2O,,obo.chebi:CHEBI/15377,H2O,,c,MMRNM2553c,
2300,,H2O[g],H2O,,obo.chebi:CHEBI/15377,H2O,,g,MMRNM2553g,
2301,,H2O[l],H2O,,obo.chebi:CHEBI/15377,H2O,,l,MMRNM2553l,
2302,,H2O[m],H2O,,obo.chebi:CHEBI/15377,H2O,,m,MMRNM2553m,
2303,,H2O[n],H2O,,obo.chebi:CHEBI/15377,H2O,,n,MMRNM2553n,
2304,,H2O[p],H2O,,obo.chebi:CHEBI/15377,H2O,,p,MMRNM2553p,
2305,,H2O[r],H2O,,obo.chebi:CHEBI/15377,H2O,,r,MMRNM2553r,-1.0
2306,,H2O[s],H2O,,obo.chebi:CHEBI/15377,H2O,,s,MMRNM2553s,
2307,,H2O2[c],H2O2,,obo.chebi:CHEBI/16240,H2O2,,c,MMRNM2554c,
2308,,H2O2[l],H2O2,,obo.chebi:CHEBI/16240,H2O2,,l,MMRNM2554l,
2309,,H2O2[m],H2O2,,obo.chebi:CHEBI/16240,H2O2,,m,MMRNM2554m,0.0
2310,,H2O2[n],H2O2,,obo.chebi:CHEBI/16240,H2O2,,n,MMRNM2554n,0.0
2311,,H2O2[p],H2O2,,obo.chebi:CHEBI/16240,H2O2,,p,MMRNM2554p,
